CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
22,PIAUÍ,PI,2202109,Campinas do Piauí,5747,1,2202109057471,COMUNIDADE QUILOMBOLA,SALINAS,2,COMUNIDADE QUILOMBOLA SALINAS,,,01420.003878/2010-07,-7.73106931931,-41.8115363883,,,,,,,,,,
29,BAHIA,BA,2918357,João Dourado,5748,1,2918357057481,COMUNIDADE QUILOMBOLA,SALINAS,22,COMUNIDADE QUILOMBOLA SALINAS,,,01420.011294/2011-88,-11.0799211387,-41.4718334149,,,,,,,,,,
31,MINAS GERAIS,MG,3146552,Pai Pedro,5749,1,3146552057491,COMUNIDADE QUILOMBOLA,SALINAS II DOS GORUTUBANOS,,,201,GURUTUBA,,-15.4119888333,-43.1557935278,,,,,,,,,,
31,MINAS GERAIS,MG,3146552,Pai Pedro,5750,1,3146552057501,COMUNIDADE QUILOMBOLA,SALINAS IV DOS GORUTUBANOS,,,,,,-15.4285151525,-43.1077458842,,,,,,,,,,
31,MINAS GERAIS,MG,3115474,Catuti,5751,1,3115474057511,COMUNIDADE QUILOMBOLA,SALINAS V,,,,,,-15.3894195275,-43.114976438,,,,,,,,,,
31,MINAS GERAIS,MG,3146552,Pai Pedro,5752,1,3146552057521,COMUNIDADE QUILOMBOLA,SALINAS V DOS GORUTUBANOS,,,201,GURUTUBA,,-15.369200486,-43.1647411955,,,,,,,,,,
31,MINAS GERAIS,MG,3104700,Ataléia,5753,1,3104700057531,COMUNIDADE QUILOMBOLA,SALINEIROS,6,COMUNIDADE QUILOMBOLA SALINEIROS,,,01420.003278/2009-05,-17.9745908191,-41.1503734236,,,,,,,,,,
22,PIAUÍ,PI,2201739,Betânia do Piauí,5754,1,2201739057541,COMUNIDADE QUILOMBOLA,SALTO DE PEDRA,,,,,,-8.12808622218,-40.77593175,,,,,,,,,,
31,MINAS GERAIS,MG,3108255,Bonito de Minas,5755,1,3108255057551,COMUNIDADE QUILOMBOLA,SALTO DO BORRACHUDO,6,COMUNIDADE QUILOMBOLA SALTO DO BORRACHUDO,,,01420.015810/2013-13,-15.191281597,-44.6870990911,,,,,,,,,,
15,PARÁ,PA,1506302,Salvaterra,5756,1,1506302057561,COMUNIDADE QUILOMBOLA,SALVA,10,COMUNIDADE QUILOMBOLA MANGUEIRAS,,,01420.003110/2011-14,-0.727090597217,-48.6434234444,,,,,,,,,,
15,PARÁ,PA,1506302,Salvaterra,5756,2,1506302057562,COMUNIDADE QUILOMBOLA,SALVA,14,COMUNIDADE QUILOMBOLA SALVÁ,,,01420.003110/2011-14,-0.710021552999962,-48.6531357300496,,,,,,,,,,
29,BAHIA,BA,2912400,Ibipeba,5757,1,2912400057571,COMUNIDADE QUILOMBOLA,SALVA VIDAS,15,AGRUPAMENTO QUILOMBOLA SALVA-VIDAS,,,01420.001168/2007-39,-11.3328319025,-42.2873386844,,,,,,,,,,
29,BAHIA,BA,2920601,Maragogipe,5758,1,2920601057581,COMUNIDADE QUILOMBOLA,SAMAMBAIA,,,,,,-12.8332306388,-38.9393122222,,,,,,,,,,
31,MINAS GERAIS,MG,3141801,Minas Novas,5759,1,3141801057591,COMUNIDADE QUILOMBOLA,SAMAMBAIA,,,,,,-17.2864851387,-42.355921724,,,,,,,,,,
26,PERNAMBUCO,PE,2606002,Garanhuns,5760,1,2606002057601,COMUNIDADE QUILOMBOLA,SAMAMBAIA,,,,,,-8.95017283329,-36.5044808889,,,,,,,,,,
29,BAHIA,BA,2903953,Bom Jesus da Serra,5761,1,2903953057611,COMUNIDADE QUILOMBOLA,SAMAMBAIA,3,COMUNIDADE QUILOMBOLA SAMAMBAIA,,,01420.001689/2010-91,-14.3808645969,-40.5962646845,,,,,,,,,,
29,BAHIA,BA,2905206,Caetité,5762,1,2905206057621,COMUNIDADE QUILOMBOLA,SAMAMBAIA,31,COMUNIDADE QUILOMBOLA SAMBAÍBA,,,01420.001110/2010-91,-13.6164095552,-42.7114886788,,,,,,,,,,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,5763,1,3116100057631,COMUNIDADE QUILOMBOLA,SAMAMBAIA,,,,,01420.007819/2010-08,-17.2277019999,-42.3404417359,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5764,2,1500107057642,COMUNIDADE QUILOMBOLA,SAMAUMA,238,COMUNIDADE QUILOMBOLA SAMAÚMA,,,01420.002962/2008-81,-1.71796141666,-48.6023636111,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5764,1,1500107057641,COMUNIDADE QUILOMBOLA,SAMAUMA,,,28,SAMAUBA,01420.002962/2008-81,-1.72141782406,-48.6054476319,,,,,,,,,,
21,MARANHÃO,MA,2108306,Penalva,5765,1,2108306057651,COMUNIDADE QUILOMBOLA,SAMAÚMA,,,,,,-3.18813497219,-45.3029919592,,,,,,,,,,
29,BAHIA,BA,2913408,Igaporã,5766,1,2913408057661,COMUNIDADE QUILOMBOLA,SAMBAÍBA,,,,,,-13.7684273053,-42.7225725297,,,,,,,,,,
29,BAHIA,BA,2926400,Riacho de Santana,5767,1,2926400057671,COMUNIDADE QUILOMBOLA,SAMBAÍBA,,,188,SAMBAIBA,01420.001848/2005-91,-13.5911373464,-42.724965569,,,,,,,,,,
29,BAHIA,BA,2921401,Mirangaba,5768,1,2921401057681,COMUNIDADE QUILOMBOLA,SAMBAÍBA,6,COMUNIDADE QUILOMBOLA SAMBAÍBA,,,01420.014270/2013-42,-10.798641347,-40.4882015278,,,,,,,,,,
26,PERNAMBUCO,PE,2602407,Brejão,5769,1,2602407057691,COMUNIDADE QUILOMBOLA,SAMBAÍBA 1,17,COMUNIDADE QUILOMBOLA SAMBAÍBA 1,,,,-8.99714485,-36.5004854285925,,,,,,,,,,
26,PERNAMBUCO,PE,2602407,Brejão,5770,1,2602407057701,COMUNIDADE QUILOMBOLA,SAMBAÍBA 2,18,COMUNIDADE QUILOMBOLA SAMBAÍBA 2,,,,-8.98835595,-36.5088133422423,,,,,,,,,,
26,PERNAMBUCO,PE,2605004,Cupira,5771,1,2605004057711,COMUNIDADE QUILOMBOLA,SAMBAQUIM,,,,,01420.000382/2005-14,-8.59535279156,-35.9514754009,,,,,,,,,,
26,PERNAMBUCO,PE,2610202,Panelas,5772,1,2610202057721,COMUNIDADE QUILOMBOLA,SAMBAQUIM,33,COMUNIDADE QUILOMBOLA RIACHAO DO SAMBAQUI,,,01420.000587/2007-53,-8.58993758325,-35.9918993039,,,,,,,,,,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,5773,1,3116100057731,COMUNIDADE QUILOMBOLA,SAMPAIO,,,,,,-16.9879498471,-42.5426646656,,,,,,,,,,
31,MINAS GERAIS,MG,3106507,Berilo,5774,1,3106507057741,COMUNIDADE QUILOMBOLA,SAMPAIO,,,,,,-16.946727986,-42.4587024973,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5775,1,2100204057751,COMUNIDADE QUILOMBOLA,SAMUCANGAUA,,,221,ALCANTARA,01420.001033/2004-21,-2.31067012497,-44.5498061814,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5776,1,2100204057761,COMUNIDADE QUILOMBOLA,SAMUCANGAUA I,75,COMUNIDADE QUILOMBOLA SAMUCANGAUA I,221,ALCANTARA,,-2.31039668099996,-44.5483738832198,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5777,1,2100204057771,COMUNIDADE QUILOMBOLA,SAMUCANGAUA II,129,COMUNIDADE QUILOMBOLA SAMUCANGAUA II,221,ALCANTARA,,-2.30244625899996,-44.5419189575738,,,,,,,,,,
21,MARANHÃO,MA,2109205,Presidente Juscelino,5778,1,2109205057781,COMUNIDADE QUILOMBOLA,SANGRADOR,,,,,,-3.11479593051,-44.060805528,,,,,,,,,,
51,MATO GROSSO,MT,5107800,Santo Antônio de Leverger,5779,1,5107800057791,COMUNIDADE QUILOMBOLA,SANGRADOR,,,,,,-15.8025530554,-55.7769961673,,,,,,,,,,
31,MINAS GERAIS,MG,3135209,Januária,5780,1,3135209057801,COMUNIDADE QUILOMBOLA,SANGRADOR GRANDE,,,,,01420.012042/2014-19,-15.5994265415,-44.4297393772,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,5781,1,2906006057811,COMUNIDADE QUILOMBOLA,SANGRADOURO I,49,COMUNIDADE QUILOMBOLA SANGRADOURO II,,,01420.001241/2006-91,-10.2091936527,-41.0010715994,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,5781,2,2906006057812,COMUNIDADE QUILOMBOLA,SANGRADOURO I,50,COMUNIDADE QUILOMBOLA SANGRADOURO I,,,01420.001241/2006-91,-10.2164967001727,-41.0092252225,,,,,,,,,,
29,BAHIA,BA,2906006,Campo Formoso,5782,1,2906006057821,COMUNIDADE QUILOMBOLA,SANGRADOURO II,,,,,01420.001240/2006-47,-10.2061690694,-41.0073581527,,,,,,,,,,
26,PERNAMBUCO,PE,2615805,Tupanatinga,5783,1,2615805057831,COMUNIDADE QUILOMBOLA,SANHARO,29,COMUNIDADE QUILOMBOLA SÍTIO SANHARO,,,01420.100963/2017-81,-8.80691255526,-37.2504971658,,,,,,,,,,
21,MARANHÃO,MA,2108306,Penalva,5784,1,2108306057841,COMUNIDADE QUILOMBOLA,SANSAPÉ,,,,,01420.101056/2019-11,-3.19371219441,-45.142268056,,,,,,,,,,
21,MARANHÃO,MA,2102101,Brejo,5785,1,2102101057851,COMUNIDADE QUILOMBOLA,SANTA ALICE,20,COMUNIDADE QUILOMBOLA SANTA ALICE,,,01420.001619/2005-76,-3.82672487492,-42.7319888478,,,,,,,,,,
21,MARANHÃO,MA,2106003,Lima Campos,5786,1,2106003057861,COMUNIDADE QUILOMBOLA,SANTA AMALIA,13,COMUNIDADE QUILOMBOLA SANTA AMALIA,,,,-4.59958154716583,-44.5076948805989,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5787,1,1500107057871,COMUNIDADE QUILOMBOLA,SANTA ANA,,,29,ALTO ITACURUÇÁ, BAIXO ITACURUÇÁ, BOM REMÉDIO,,-1.79331244444,-48.9266006111,,,,,,,,
15,PARÁ,PA,1503101,Gurupá,5788,1,1503101057881,COMUNIDADE QUILOMBOLA,SANTA ANA,,,,,,-1.40873719443,-51.6460485693,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3204906,São Mateus,5789,1,3204906057891,COMUNIDADE QUILOMBOLA,SANTA ANINHA,,,,,,-18.5798316109,-40.1267006831,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5790,1,2112803057901,COMUNIDADE QUILOMBOLA,SANTA ANINHA DO AGUIAR,,,,,,-3.06779434717,-45.1841193196,,,,,,,,,,
21,MARANHÃO,MA,2102606,Cândido Mendes,5791,1,2102606057911,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,21,COMUNIDADE QUILOMBOLA SANTA BÁRBARA,,,,-1.43780444443,-45.648438639,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5792,1,2112803057921,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,12,COMUNIDADE QUILOMBOLA SANTA BÁRBARA,,,,-3.10233843549997,-45.2129963150725,,,,,,,,,,
15,PARÁ,PA,1500206,Acará,5793,1,1500206057931,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,,,,,,-1.55294706943,-48.3620829857,,,,,,,,,,
52,GOIÁS,GO,5208905,Goiás,5794,1,5208905057941,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,,,,,,-15.9269122638,-50.1422873745,,,,,,,,,,
21,MARANHÃO,MA,2111706,São Vicente Ferrer,5795,1,2111706057951,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,,,,,01420.004641/2011-16,-2.88506629162,-44.8341421936,,,,,,,,,,
31,MINAS GERAIS,MG,3156809,Sabinópolis,5796,1,3156809057961,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,30,COMUNIDADE QUILOMBOLA SANTA BÁRBARA,,,01420.004642/2011-61,-18.7998140831,-43.1269003589,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5797,1,2100204057971,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,76,COMUNIDADE QUILOMBOLA SANTA BÁRBARA,221,ALCANTARA,01420.001033/2004-21,-2.45706189049998,-44.5332103019359,,,,,,,,,,
52,GOIÁS,GO,5217302,Pirenópolis,5798,1,5217302057981,COMUNIDADE QUILOMBOLA,SANTA BÁRBARA,,,,,01420.005181/2017-39,-15.846338861,-48.9454297238,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,5799,1,2100204057991,COMUNIDADE QUILOMBOLA,SANTA CATARINA,,,,,,-2.55431977776,-44.6179965415,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,5800,1,1500107058001,COMUNIDADE QUILOMBOLA,SANTA CECÍLIA,,,444,CAETE,,-1.70651020832,-48.6298464582,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4304507,Canguçu,5801,1,4304507058011,COMUNIDADE QUILOMBOLA,SANTA CLARA,,,,,01420.008977/2017-43,-31.3362011123859,-52.8951313330236,,,,,,,,,,
16,AMAPÁ,AP,1600402,Mazagão,5802,1,1600402058021,COMUNIDADE QUILOMBOLA,SANTA CRUZ,43,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,,-0.43466570833,-51.4539286251,,,,,,,,,,
31,MINAS GERAIS,MG,3121605,Diamantina,5803,1,3121605058031,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-18.4424009025,-43.5445378584,,,,,,,,,,
52,GOIÁS,GO,5219209,Santa Cruz de Goiás,5804,1,5219209058041,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-17.321937472,-48.4748849913,,,,,,,,,,
28,SERGIPE,SE,2804904,Pacatuba,5805,1,2804904058051,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,327,BREJO DOS NEGROS,,-10.5152131666,-36.5052651535,,,,,,,,,,
23,CEARÁ,CE,2305605,Independência,5806,1,2305605058061,COMUNIDADE QUILOMBOLA,SANTA CRUZ,9,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,,-5.37717948605,-40.2386338621,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5807,1,2112803058071,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-3.09860530554,-45.1768074305,,,,,,,,,,
29,BAHIA,BA,2901700,Antônio Cardoso,5808,1,2901700058081,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-12.349178611,-39.1652888721,,,,,,,,,,
24,RIO GRANDE DO NORTE,RN,2411205,Santa Cruz,5809,1,2411205058091,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-6.09860502772,-36.0676451956,,,,,,,,,,
29,BAHIA,BA,2917508,Jacobina,5810,1,2917508058101,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-11.1750231388,-40.5156512224,,,,,,,,,,
27,ALAGOAS,AL,2707909,Santa Luzia do Norte,5811,1,2707909058111,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-9.60088150791834,-35.8229056397639,,,,,,,,,,
15,PARÁ,PA,1505304,Oriximiná,5812,1,1505304058121,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,48,TROMBETAS,,-1.49331319444,-56.0186291389,,,,,,,,,,
29,BAHIA,BA,2919553,Luís Eduardo Magalhães,5813,1,2919553058131,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,,-12.1055611388,-45.8032458489,,,,,,,,,,
21,MARANHÃO,MA,2102200,Buriti,5814,1,2102200058141,COMUNIDADE QUILOMBOLA,SANTA CRUZ,7,COMUNIDADE QUILOMBOLA TUCUNS I,,,01420.000243/2005-82,-3.82414945828,-42.8547664455,,,,,,,,,,
31,MINAS GERAIS,MG,3167103,Serro,5815,1,3167103058151,COMUNIDADE QUILOMBOLA,SANTA CRUZ,13,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.005192/2012-12,-18.445921097,-43.5400941789,,,,,,,,,,
21,MARANHÃO,MA,2102754,Capinzal do Norte,5816,1,2102754058161,COMUNIDADE QUILOMBOLA,SANTA CRUZ,6,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.000002/2010-09,-4.6158492915,-44.3420553496,,,,,,,,,,
42,SANTA CATARINA,SC,4212304,Paulo Lopes,5817,1,4212304058171,COMUNIDADE QUILOMBOLA,SANTA CRUZ,1,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.000121/2007-58,-27.9728066942,-48.68768099,,,,,,,,,,
31,MINAS GERAIS,MG,3146206,Ouro Verde de Minas,5818,1,3146206058181,COMUNIDADE QUILOMBOLA,SANTA CRUZ,4,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.000826/2005-11,-18.026825667,-41.314093333,,,,,,,,,,
11,RONDÔNIA,RO,1101468,Pimenteiras do Oeste,5819,1,1101468058191,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,01420.001480/2007-22,-13.4807187635,-61.046278133,,,,,,,,,,
21,MARANHÃO,MA,2111409,São Luís Gonzaga do Maranhão,5820,1,2111409058201,COMUNIDADE QUILOMBOLA,SANTA CRUZ,9,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.000711/2008-61,-4.3573065138,-44.6238020727,,,,,,,,,,
29,BAHIA,BA,2921401,Mirangaba,5821,1,2921401058211,COMUNIDADE QUILOMBOLA,SANTA CRUZ,24,AGRUPAMENTO QUILOMBOLA SANTA CRUZ,,,01420.001673/2006-01,-11.0135649859,-40.5096132243,,,,,,,,,,
21,MARANHÃO,MA,2101707,Barreirinhas,5822,1,2101707058221,COMUNIDADE QUILOMBOLA,SANTA CRUZ,47,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,01420.012823/2014-11,-2.80284090272,-42.8533629173,,,,,,,,,,
21,MARANHÃO,MA,2108405,Peri Mirim,5823,1,2108405058231,COMUNIDADE QUILOMBOLA,SANTA CRUZ,,,,,01420.002646/2014-57,-2.48093711107,-44.9937263052,,,,,,,,,,
21,MARANHÃO,MA,2102101,Brejo,5824,1,2102101058241,COMUNIDADE QUILOMBOLA,SANTA CRUZ,16,COMUNIDADE QUILOMBOLA SANTA CRUZ,,,,-3.82026107099995,-42.8475974499789,,,,,,,,,,
21,MARANHÃO,MA,2106409,Mata Roma,5825,1,2106409058251,COMUNIDADE QUILOMBOLA,SANTA ELVIRA,,,,,,-3.6311329583,-43.3214094311,,,,,,,,,,
21,MARANHÃO,MA,2110500,São Bento,5826,1,2110500058261,COMUNIDADE QUILOMBOLA,SANTA EULÁLIA,,,,,,-2.83113705554,-45.0055566248,,,,,,,,,,
25,PARAÍBA,PB,2503555,Cacimbas,5827,1,2503555058271,COMUNIDADE QUILOMBOLA,SANTA FÉ,16,COMUNIDADE QUILOMBOLA SANTA FÉ DE CIMA,,,,-7.20062223599,-37.1325562743,,,,,,,,,,
11,RONDÔNIA,RO,1100080,Costa Marques,5828,2,1100080058282,COMUNIDADE QUILOMBOLA,SANTA FÉ,,,,,01420.002941/2006-01,-12.4400189162,-64.2227110034,,,,,,,,,,
11,RONDÔNIA,RO,1100080,Costa Marques,5828,1,1100080058281,COMUNIDADE QUILOMBOLA,SANTA FÉ,4,COMUNIDADE QUILOMBOLA SANTA FÉ,280,SANTA FÉ,01420.002941/2006-01,-12.4610353611,-64.1775215833,,,,,,,,,,
15,PARÁ,PA,1501204,Baião,5829,1,1501204058291,COMUNIDADE QUILOMBOLA,SANTA FÉ,21,COMUNIDADE QUILOMBOLA SANTA FÉ,15,SANTA FÉ E SANTO ANTÔNIO,01420.007657/2013-42,-2.89104304163,-49.6655566933,,,,,,,,,,
21,MARANHÃO,MA,2109809,Santa Helena,5830,1,2109809058301,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,35,COMUNIDADE QUILOMBOLA SANTA FILOMENA PIRAPEMA,,,,-2.06713206941,-45.1705606236,,,,,,,,,,
27,ALAGOAS,AL,2706208,Palestina,5831,2,2706208058312,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,2,COMUNIDADE QUILOMBOLA SANTA FILOMENA,,,,-9.68091963785874,-37.3022885933552,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,5832,1,2110203058321,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,,,,,,-3.16486526387,-44.2906523613,,,,,,,,,,
21,MARANHÃO,MA,2109304,Presidente Vargas,5833,1,2109304058331,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,,,,,,-3.46950749983,-44.0560110032,,,,,,,,,,
27,ALAGOAS,AL,2706208,Palestina,5831,1,2706208058311,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,2,COMUNIDADE QUILOMBOLA SANTA FILOMENA,,,01420.002210/2009-09,-9.67969576571049,-37.305225886511,,,,,,,,,,
27,ALAGOAS,AL,2706208,Palestina,5831,3,2706208058313,COMUNIDADE QUILOMBOLA,SANTA FILOMENA,2,COMUNIDADE QUILOMBOLA SANTA FILOMENA,,,01420.002210/2009-09,-9.68395080099464,-37.3020186649999,,,,,,,,,,
31,MINAS GERAIS,MG,3157807,Santa Luzia,5834,1,3157807058341,COMUNIDADE QUILOMBOLA,SANTA HELENA,,,,,,-19.7364448053,-43.8272465486,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5835,1,2105401058351,COMUNIDADE QUILOMBOLA,SANTA HELENA,,,203,MONGE BELO,,-3.2730700972,-44.4570250558,,,,,,,,,,
21,MARANHÃO,MA,2106904,Monção,5836,1,2106904058361,COMUNIDADE QUILOMBOLA,SANTA HELENA,,,,,,-3.5462980416,-45.2477772929,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5837,1,2112803058371,COMUNIDADE QUILOMBOLA,SANTA HELENA,,,,,,-3.11146169443,-45.1366191667,,,,,,,,,,
29,BAHIA,BA,2904050,Bonito,5838,1,2904050058381,COMUNIDADE QUILOMBOLA,SANTA HELENA,33,AGRUPAMENTO QUILOMBOLA VILA CRUZINHA,,,,-12.1387390138,-41.31504657,,,,,,,,,,
21,MARANHÃO,MA,2100709,Anajatuba,5839,1,2100709058391,COMUNIDADE QUILOMBOLA,SANTA HELENA,,,203,MONGE BELO,01420.000863/2005-11,-3.27978190271,-44.458363334,,,,,,,,,,
31,MINAS GERAIS,MG,3161106,São Francisco,5840,1,3161106058401,COMUNIDADE QUILOMBOLA,SANTA HELENA,29,COMUNIDADE QUILOMBOLA SANTA HELENA,,,01420.001000/2005-61,-15.8239603471,-45.1488752925,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5841,1,2105401058411,COMUNIDADE QUILOMBOLA,SANTA HELENA I,111,COMUNIDADE QUILOMBOLA SANTA HELENA TQ,62,SANTA HELENA,,-3.42964615272,-44.0960386967,,,,,,,,,,
21,MARANHÃO,MA,2100709,Anajatuba,5842,1,2100709058421,COMUNIDADE QUILOMBOLA,SANTA HELENA II,45,COMUNIDADE QUILOMBOLA SANTA HELENA,203,MONGE BELO,,-3.28376069441,-44.4566816381,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5843,1,2105401058431,COMUNIDADE QUILOMBOLA,SANTA HELENA II,50,COMUNIDADE QUILOMBOLA SANTA HELENA,203,MONGE BELO,,-3.28708090274,-44.4536724575,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5843,2,2105401058432,COMUNIDADE QUILOMBOLA,SANTA HELENA II,121,COMUNIDADE QUILOMBOLA SANTA HELENA II,,,,-3.29315725006723,-44.4558011613265,,,,,,,,,,
31,MINAS GERAIS,MG,3161106,São Francisco,5844,1,3161106058441,COMUNIDADE QUILOMBOLA,SANTA HELENA II,,,,,,-15.827156361,-45.1529880278,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5845,1,2112803058451,COMUNIDADE QUILOMBOLA,SANTA HELENA II,35,COMUNIDADE QUILOMBOLA SANTA HELENA II,,,01420.011161/2013-73,-3.11095320828,-45.1304333199,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5846,1,2105401058461,COMUNIDADE QUILOMBOLA,SANTA HELENA III,111,COMUNIDADE QUILOMBOLA SANTA HELENA TQ,62,SANTA HELENA,,-3.4271305972,-44.1134613336,,,,,,,,,,
28,SERGIPE,SE,2805307,Pirambu,5847,1,2805307058471,COMUNIDADE QUILOMBOLA,SANTA ISABEL,8,SANTA ISABEL,452,ALAGAMAR,,-10.6253707221,-36.7440563045,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,5848,1,2112803058481,COMUNIDADE QUILOMBOLA,SANTA ISABEL,,,,,,-2.95071459713,-45.139486041,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5849,1,2105401058491,COMUNIDADE QUILOMBOLA,SANTA ISABEL,,,,,01420.100714/2022-52,-3.40939847221,-44.3552325,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5849,2,2105401058492,COMUNIDADE QUILOMBOLA,SANTA ISABEL,,,,,01420.100714/2022-52,-3.36769516665,-44.3561635556,,,,,,,,,,
21,MARANHÃO,MA,2112902,Vitória do Mearim,5850,1,2112902058501,COMUNIDADE QUILOMBOLA,SANTA JOANA,,,,,,-3.6794427083,-44.8827828186,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,5851,1,2110203058511,COMUNIDADE QUILOMBOLA,SANTA JOANA,,,387,PIQUI/SANTA MARIA,,-3.30288859719,-44.2489904023,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,5852,1,2105401058521,COMUNIDADE QUILOMBOLA,SANTA JOANA,49,COMUNIDADE QUILOMBOLA SANTA JOANA,387,PIQUI/SANTA MARIA,,-3.30474251384,-44.2501695293,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,5853,1,2103307058531,COMUNIDADE QUILOMBOLA,SANTA JOANA,28,COMUNIDADE QUILOMBOLA SANTA JOANA,380,SANTA JOANA,01420.001985/2005-25,-4.59813531219107,-43.9598960535,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,5853,2,2103307058532,COMUNIDADE QUILOMBOLA,SANTA JOANA,89,COMUNIDADE QUILOMBOLA SANTA JOANA I,380,SANTA JOANA,01420.001985/2005-25,-4.60328428335,-43.9572513736,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,5854,1,2106805058541,COMUNIDADE QUILOMBOLA,SANTA JOANA,8,COMUNIDADE QUILOMBOLA SANTA JOANA,376,ALIANÇA / SANTA JOANA,01420.001063/2005-18,-1.95473619442,-44.7693753328,,,,,,,,,,
16,AMAPÁ,AP,1600402,Mazagão,5855,1,1600402058551,COMUNIDADE QUILOMBOLA,SANTA LUZIA,,,,,,-0.423121277776,-51.5129184167,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,5856,1,2105104058561,COMUNIDADE QUILOMBOLA,SANTA LUZIA,,,,,,-2.70760294443,-43.899265889,,,,,,,,,,
15,PARÁ,PA,1503101,Gurupá,5857,1,1503101058571,COMUNIDADE QUILOMBOLA,SANTA LUZIA,,,333,GURUPÁ MIRIM, JOCOJO, FLEXINHA, CARRAZEDO,,-1.53141799999,-51.8323805695,,,,,,,
15,PARÁ,PA,1500206,Acará,5858,1,1500206058581,COMUNIDADE QUILOMBOLA,SANTA LUZIA,,,,,,-1.7212392361,-48.3889670139,,,,,,,,,,
